14	05142230384756
15	051424354352
16	02122028374757
17	05142331404855
18	0311192634435158
19	0510162229364555
20	07193247
21	02183449
22	04183247
23	02173247
0	021745
stop
2b
6	42
7	02122230404856
8	0412202835424956
9	031017233036435158
10	0512192633404856
11	051425364759
12	11233648
13	0010192735435259
14	06152331394857
15	061525364453
16	03132129384858
17	06152432414956
18	0412202735445259
19	0611172330374656
20	08203348
21	03193550
22	05193348
23	03183348
0	031846
stop
1b
6	43
7	03132331414957
8	0513212936435057
9	041118243137445259
10	0613202734414957
11	0615263748
12	0012243749
13	01112028364453
14	0007162432404958
15	071626374554
16	04142230394959
17	07162533425057
18	05132128364553
19	000712182431384757
20	09213449
21	04203651
22	06203449
23	04193449
0	041947
